tag,preferred_cn,alternatives,category,post_count,confidence,source,notes
rwby,RWBY,四色战记,3,12169,0.86,official/community review,官方标题保留 RWBY，补充中文译名
assault_lily,Assault Lily,突击莉莉|アサルトリリィ,3,12087,0.88,official/community review,企划标题常保留英文，中文社区通称突击莉莉
pokemon_bw2,宝可梦 黑2/白2,Pokémon Black 2/White 2|黑2白2,3,12055,0.92,official/community review,宝可梦世代子作通行中文名
blazblue,苍翼默示录,,3,12052,0.87,byzod+2026-04,byzod exact match
elden_ring,艾尔登法环,Elden Ring,3,12021,0.94,official/community review,游戏官方中文名
mahou_shoujo_lyrical_nanoha,魔法少女奈叶,mahou_shoujo_lyirical_nanoha|/msln|mahoushoujolyricalnanoha,3,12002,0.87,byzod+2026-04,byzod exact match
dc_comics,DC漫画,DC Comics|DC宇宙,3,11984,0.92,official/community review,官方/通行中文品牌名
mahou_shoujo_lyrical_nanoha_strikers,魔法少女奈叶,mahou_shoujo_lyirical_nanoha_strikers|/mslns,3,11945,0.87,byzod+2026-04,byzod exact match
idolmaster_million_live!_theater_days,偶像大师 百万现场！剧场时光,Theater Days|ミリシタ,3,11884,0.9,official/community review,偶像大师手游子标题通用中文名
cookie_(touhou),饼干（东方）,,3,11759,0.87,byzod+2026-04,byzod exact match
kamen_rider,假面骑士,Masked Rider|仮面ライダー,3,11732,0.94,official/community review,特摄系列通行中文名
monster_hunter_(series),怪物猎人（系列）,Monster Hunter|モンスターハンター,3,11703,0.94,official/community review,Capcom 系列官方中文名
umineko_no_naku_koro_ni,海猫鸣泣之时,海猫|Umineko When They Cry,3,11654,0.94,official/community review,视觉小说/动画通行中文译名
inazuma_eleven_(series),闪电十一人（系列）,,3,11619,0.87,byzod+2026-04,byzod exact match
fate/kaleid_liner_prisma_illya,Fate/kaleid liner 魔法少女☆伊莉雅,魔法少女伊莉雅|Fate/kaleid liner Prisma Illya,3,11601,0.92,official/community review,修正机器直译“万花筒班轮”
vspo!,VSPO!,ぶいすぽっ！|Virtual eSports Project,3,11596,0.84,official/community review,VTuber 企划品牌名通常保留 VSPO!
rebuild_of_evangelion,新世纪福音战士新剧场版,福音战士新剧场版|Rebuild of Evangelion,3,11588,0.92,official/community review,EVA 新剧场版系列通行中文名
gundam_suisei_no_majo,机动战士高达 水星的魔女,Gundam: The Witch from Mercury|水星的魔女,3,11270,0.94,official/community review,高达子作官方/通行中文名
pokemon_legends:_z-a,宝可梦传说 Z-A,Pokémon Legends: Z-A,3,11264,0.9,official/community review,宝可梦官方标题，保留 Z-A
pokemon_xy,宝可梦 X/Y,Pokémon X/Y,3,11254,0.92,official/community review,宝可梦世代子作通行中文名
girls_band_cry,Girls Band Cry,少女乐队的呐喊|ガールズバンドクライ,3,11150,0.88,official/community review,官方品牌多保留英文，补充中文译名
super_smash_bros.,任天堂明星大乱斗,Super Smash Bros.|大乱斗,3,11148,0.94,official/community review,任天堂系列官方/通行中文名
eiyuu_densetsu,英雄传说,轨迹系列|The Legend of Heroes,3,11066,0.94,official/community review,Falcom 系列通行中文名
rozen_maiden,蔷薇少女,Rozen Maiden,3,11040,0.94,official/community review,漫画/动画通行中文译名
senki_zesshou_symphogear,战姬绝唱Symphogear,Symphogear|战姬绝唱,3,11031,0.92,official/community review,系列通行中文译名
ensemble_stars!,偶像梦幻祭,Ensemble Stars!|あんスタ,3,11002,0.94,official/community review,手游/企划官方中文名
tengen_toppa_gurren_lagann,天元突破,tengen_toppa_gurren-lagann|/ttgl|gurren_lagann,3,10841,0.87,byzod+2026-04,byzod exact match
macross,超时空要塞,Macross,3,10438,0.94,official/community review,动画系列通行中文译名
the_legend_of_zelda:_breath_of_the_wild,塞尔达传说：旷野之息,Breath of the Wild|旷野之息,3,10399,0.94,official/community review,任天堂官方中文名
atelier_(series),炼金工房（系列）,Atelier|工作室系列|莱莎的炼金工房,3,10352,0.92,official/community review,Atelier 系列不等同于单作《莱莎的炼金工房》
onii-chan_wa_oshimai!,别当欧尼酱了！,不当哥哥了！|Onimai,3,10328,0.92,official/community review,动画/漫画通行中文译名
hololive_indonesia,hololive Indonesia,holoID|hololive ID,3,10284,0.88,official/community review,官方分部名保留英文
ranma_1/2,乱马1/2,Ranma 1/2,3,10282,0.94,official/community review,漫画/动画通行中文名
cardcaptor_sakura,魔卡少女樱,百变小樱|Cardcaptor Sakura,3,10215,0.94,official/community review,大陆通行/官方中文名优先，地区旧译入别名
vento_aureo,黄金之风,JOJO的奇妙冒险 黄金之风|Golden Wind,3,10201,0.92,official/community review,JOJO 第五部通行中文标题
axis_powers_hetalia,黑塔利亚 Axis Powers,黑塔利亚|Hetalia Axis Powers,3,10058,0.92,official/community review,系列通行中文名
guilty_gear_strive,罪恶装备 -STRIVE-,GUILTY GEAR -STRIVE-,3,9962,0.92,official/community review,Arc System Works 游戏标题通行写法
naruto_(classic),火影忍者（经典）,NARUTO,3,9895,0.92,official/community review,主系列经典时期标签，使用火影忍者限定
resident_evil,生化危机,Resident Evil|Biohazard,3,9856,0.94,official/community review,Capcom 系列官方中文名
pretty_series,美妙系列,Pretty Series|プリティーシリーズ,3,9823,0.88,official/community review,Takara Tomy/动画企划系列通用中文名
battle_tendency,战斗潮流,JOJO的奇妙冒险 战斗潮流,3,9729,0.92,official/community review,JOJO 第二部通行中文标题
lycoris_recoil,莉可丽丝,Lycoris Recoil|リコリス・リコイル,3,9664,0.92,official/community review,修正生硬直译“石蒜后坐力”
fate/extra_ccc,Fate/EXTRA CCC,命运/EXTRA CCC,3,9613,0.9,official/community review,TYPE-MOON 标题保留官方英文大小写；修正“额外的ccc”
nikki_(series),暖暖系列,Nikki|奇迹暖暖|闪耀暖暖,3,9591,0.92,official/community review,叠纸 Nikki 系列中文主名
last_origin,Last Origin,最后的起源,3,9528,0.84,official/community review,游戏标题常保留英文，补充中文译名
smile_precure!,Smile 光之美少女！,Smile Pretty Cure!|Smile Precure!,3,9372,0.92,official/community review,Precure 子系列通行中文名
pokemon_masters_ex,宝可梦大师 EX,Pokémon Masters EX,3,9364,0.94,official/community review,宝可梦手游官方中文名
naruto_shippuuden,火影忍者疾风传,Naruto Shippuden,3,9191,0.94,official/community review,动画第二部通行中文名
pokemon_hgss,宝可梦 心金/魂银,HeartGold/SoulSilver|pokemon_heartgold_and_soulsilver,3,9173,0.92,official/community review,宝可梦世代子作通行中文名
pokemon_legends:_arceus,宝可梦传说 阿尔宙斯,Pokémon Legends: Arceus,3,9057,0.94,official/community review,宝可梦官方中文名
arknights:_endfield,明日方舟：终末地,Arknights: Endfield|终末地|Endfield,3,9045,0.94,2026 index + official/community review,用户点名补充；2026 copyright 索引存在，官方中文名《明日方舟：终末地》
splatoon_3,斯普拉遁3,喷射战士3|Splatoon 3,3,9018,0.92,2026 index + community review,任天堂热门游戏子作，补充系列新作
alien_stage,ALIEN STAGE,异星舞台|에일리언 스테이지,3,8976,0.88,2026 index + community review,新近热门企划，保留官方英文主标题，补充中文常称
oshi_no_ko,我推的孩子,【我推的孩子】|Oshi no Ko,3,8903,0.94,2026 index + character-index review,热门动画/漫画 IP，2026 copyright 与角色库高频但此前未覆盖
the_legend_of_zelda:_tears_of_the_kingdom,塞尔达传说：王国之泪,Tears of the Kingdom|TOTK|王国之泪,3,8596,0.94,2026 index + official/community review,任天堂热门大作，2026 copyright 索引高频但此前未覆盖
helltaker,Helltaker,地狱把妹王,3,8567,0.9,2026 index + character-index review,热门独立游戏 IP，主标题保留英文，补充中文俗称
panty_&_stocking_with_garterbelt,吊带袜天使,Panty & Stocking with Garterbelt|PSG,3,8564,0.92,2026 index + character-index review,热门动画 IP，2026 copyright 与角色库高频
kobayashi-san_chi_no_maidragon,小林家的龙女仆,Miss Kobayashi's Dragon Maid|maidragon,3,8477,0.94,2026 index + character-index review,热门动画/漫画 IP，2026 copyright 与角色库高频
aikatsu!_(series),偶像活动！（系列）,Aikatsu!|アイカツ！,3,8433,0.92,2026 index + character-index review,长线偶像企划，角色库高频未覆盖
one-punch_man,一拳超人,One-Punch Man|one_punch_man,3,8376,0.94,2026 index + character-index review,大 IP 漏网补充；同时避免与 one_piece 再混淆
ace_attorney,逆转裁判,Ace Attorney|Gyakuten Saiban,3,8285,0.94,2026 index + character-index review,Capcom 大 IP，角色库高频未覆盖
gridman_universe,GRIDMAN UNIVERSE,古立特宇宙|グリッドマン ユニバース,3,8280,0.9,2026 index + character-index review,近年热门动画电影/系列宇宙，保留官方英文标题
bakemonogatari,化物语,Bakemonogatari|物语系列,3,8157,0.94,2026 index + community review,物语系列重要子作，高频未覆盖
undertale,UNDERTALE,传说之下,3,8137,0.92,2026 index + character-index review,热门独立游戏 IP，官方英文主标题保留，补充中文常称
pokemon_oras,宝可梦 欧米伽红宝石/阿尔法蓝宝石,Pokémon ORAS|Omega Ruby/Alpha Sapphire|欧米伽红宝石|阿尔法蓝宝石,3,8061,0.92,2026 index + alias review,宝可梦世代子作漏网补充
diamond_wa_kudakenai,不灭钻石,JOJO的奇妙冒险 不灭钻石|Diamond is Unbreakable,3,7968,0.92,2026 index + community review,JOJO 第四部高频子作补充
punishing:_gray_raven,战双帕弥什,Punishing: Gray Raven|PGR|战双,3,7957,0.94,2026 index + character-index review,角色库高频未覆盖 IP；中文官方/社区通用名为战双帕弥什
high_school_dxd,恶魔高校D×D,High School DxD|ハイスクールD×D|highschool_dxd,3,7936,0.94,2026 index + character-index review,用户点名 R16/17 向作品；2026 copyright 与角色库均高频
metroid,银河战士,Metroid,3,7857,0.94,2026 index + character-index review,任天堂大 IP，角色库高频未覆盖
ore_no_imouto_ga_konna_ni_kawaii_wake_ga_nai,我的妹妹哪有这么可爱！,Oreimo|My Little Sister Can't Be This Cute,3,7748,0.92,2026 index + character-index review,热门轻改/动画 IP，角色库高频未覆盖
love_live!_superstar!!,Love Live! Superstar!!,LoveLive! Superstar!!|Liella!,3,7718,0.92,2026 index + community review,Love Live! 热门子企划漏网补充
saki_(manga),天才麻将少女,Saki|咲-Saki-,3,7712,0.92,2026 index + character-index review,角色库高频动画/漫画 IP 补充
steins;gate,命运石之门,STEINS;GATE|Steins Gate,3,7697,0.94,2026 index + character-index review,科学ADV 大 IP，角色库高频未覆盖
street_fighter_6,街头霸王6,Street Fighter 6|SF6,3,7668,0.94,2026 index + community review,格斗游戏新作高频补充
girls'_frontline_2:_exilium,少女前线2：追放,Girls' Frontline 2: Exilium|少前2|GF2|GFL2|少女前线2追放,3,7639,0.94,2026 index + alias/official review,用户点名补充；2026 copyright 索引存在，底层 alias 含少女前线2：追放/少前2/GFL2 等
hunter_x_hunter,全职猎人,Hunter × Hunter|HUNTER×HUNTER|HxH,3,7586,0.94,2026 index + character-index review,经典大 IP，角色库高频未覆盖
heaven_burns_red,绯染天空,Heaven Burns Red|ヘブンバーンズレッド|红烧天堂,3,7458,0.92,2026 index + character-index review,角色库/版权索引高频二游 IP，补充官方中文名
sono_bisque_doll_wa_koi_wo_suru,更衣人偶坠入爱河,My Dress-Up Darling|恋上换装娃娃,3,7411,0.94,2026 index + character-index review,热门动画/漫画 IP，2026 copyright 与角色库高频
mushoku_tensei,无职转生,Mushoku Tensei,3,7397,0.94,2026 index + character-index review,热门轻改/动画 IP，2026 copyright 与角色库高频
apex_legends,Apex Legends,Apex英雄,3,7271,0.92,2026 index + character-index review,热门游戏 IP，主标题保留英文，补充中文官方名
hibike!_euphonium,吹响！上低音号,Sound! Euphonium|響け！ユーフォニアム,3,7245,0.94,2026 index + character-index review,京都动画热门 IP，角色库高频未覆盖
warship_girls_r,战舰少女R,Warship Girls R|战舰少女|zhan_jian_shao_nyu,3,7170,0.94,2026 index + character-index review,国产/国内游戏 IP，角色库高频未覆盖
to_love-ru,出包王女,To LOVE-Ru|ToLoveる|toloveru|to_love_ru,3,7164,0.94,2026 index + character-index review,用户点名 R16/17 向作品；2026 copyright 与角色库均高频
dead_or_alive,死或生,Dead or Alive|DOA|DOAX,3,6848,0.94,2026 index + character-index review,格斗/泳装游戏大 IP，角色库高频未覆盖
kaguya-sama_wa_kokurasetai_~tensai-tachi_no_renai_zunousen~,辉夜大小姐想让我告白,Kaguya-sama: Love is War|辉夜大小姐,3,6807,0.94,2026 index + character-index review,热门动画/漫画 IP，角色库高频未覆盖
dungeon_ni_deai_wo_motomeru_no_wa_machigatteiru_darou_ka,在地下城寻求邂逅是否搞错了什么,地错|DanMachi|Is It Wrong to Try to Pick Up Girls in a Dungeon?,3,6611,0.92,2026 index + character-index review,热门轻改/动画 IP，角色库高频未覆盖
deltarune,DELTARUNE,三角符文,3,6514,0.92,2026 index + community review,热门独立游戏 IP，官方英文主标题保留，补充中文常称
black_rock_shooter,BLACK★ROCK SHOOTER,黑岩射手|BRS,3,6474,0.92,2026 index + character-index review,经典视觉/动画/游戏 IP，角色库高频未覆盖
ssss.gridman,SSSS.GRIDMAN,电光超人古立特|古立特,3,6472,0.9,2026 index + community review,热门动画 IP，保留官方标题，补充中文常称
tekken,铁拳,TEKKEN,3,6466,0.94,2026 index + character-index review,格斗游戏大 IP，角色库高频未覆盖
animal_crossing,动物森友会,Animal Crossing|集合啦！动物森友会|动森,3,6183,0.94,2026 index + character-index review,任天堂大 IP，角色库高频未覆盖
clannad,CLANNAD,团子大家族,3,6181,0.9,2026 index + character-index review,Key 经典 IP，主标题保留英文
angel_beats!,Angel Beats!,天使的心跳,3,6099,0.9,2026 index + character-index review,Key/PA 经典动画 IP，主标题保留英文
fullmetal_alchemist,钢之炼金术师,Fullmetal Alchemist|FMA,3,6070,0.94,2026 index + character-index review,经典大 IP，角色库高频未覆盖
gintama,银魂,Gintama,3,5948,0.94,2026 index + character-index review,经典大 IP，角色库高频未覆盖
darling_in_the_franxx,DARLING in the FRANXX,国家队|比翼之吻,3,5947,0.9,2026 index + character-index review,热门动画 IP，主标题保留英文，补充中文常称
dandadan,胆大党,DAN DA DAN|ダンダダン,3,5874,0.94,2026 index + community review,近年热门动画/漫画 IP，2026 copyright 高频未覆盖
date_a_live,约会大作战,Date A Live|デート・ア・ライブ,3,5832,0.94,2026 index + byzod/community review,R16/17 邻近高频轻改作品；byzod 已有可靠中文名但未进 top200
queen's_blade,女皇之刃,Queen's Blade|Queens Blade|クイーンズブレイド,3,5741,0.92,2026 index + character-index review,R16/17 向高频作品；角色库挂靠角色多
needy_girl_overdose,主播女孩重度依赖,NEEDY GIRL OVERDOSE|Needy Streamer Overload,3,5729,0.94,2026 index + community review,热门独立游戏 IP 补充
yahari_ore_no_seishun_lovecome_wa_machigatteiru.,我的青春恋爱物语果然有问题。,春物|Oregairu|My Teen Romantic Comedy SNAFU,3,5474,0.94,2026 index + character-index review,热门轻改/动画 IP，角色库高频未覆盖
monster_musume_no_iru_nichijou,魔物娘的同居日常,Monster Musume|My Life with Monster Girls|モンスター娘のいる日常,3,5451,0.92,2026 index + character-index review,R16/17 向高频作品；角色库挂靠角色多
meitantei_conan,名侦探柯南,Detective Conan|Case Closed,3,5350,0.94,2026 index + character-index review,经典大 IP，角色库高频未覆盖
yurucamp,摇曳露营,摇曳露营△|Laid-Back Camp|Yuru Camp,3,5249,0.94,2026 index + character-index review,热门日常动画 IP，角色库高频未覆盖
doki_doki_literature_club,心跳文学部！,Doki Doki Literature Club!|DDLC,3,5093,0.94,2026 index + character-index review,热门独立游戏 IP，角色库高频未覆盖
devil_may_cry_(series),鬼泣（系列）,Devil May Cry|DMC,3,5039,0.94,2026 index + character-index review,Capcom 大 IP，角色库高频未覆盖
path_to_nowhere,无期迷途,Path to Nowhere|wuqi_mitu,3,4777,0.94,2026 index + character-index review,国产/国内二游 IP；2026 copyright 与角色库均有数据
made_in_abyss,来自深渊,Made in Abyss,3,4762,0.94,2026 index + character-index review,热门动画/漫画 IP，角色库高频未覆盖
girls'_frontline_neural_cloud,少女前线：云图计划,云图计划|Project Neural Cloud|Neural Cloud,3,2766,0.94,2026 index + alias review,少前相关国产 IP；2026 copyright 索引存在，底层 alias 含云图计划
to_love-ru_darkness,出包王女DARKNESS,To LOVE-Ru Darkness|ToLoveるダークネス|toloveru_darkness,3,2489,0.92,2026 index + community review,出包王女子系列，高频补充
brown_dust_2,棕色尘埃2,Brown Dust 2|브라운더스트2,3,2272,0.9,2026 index + character-index review,角色库出现的新近二游 IP，补充通用中文名
shokugeki_no_souma,食戟之灵,Food Wars!|食戟のソーマ|shokugeki_no_soma,3,2031,0.94,2026 index + alias review,底层 alias 已含食戟之灵，补充进作品层
stellar_blade,剑星,Stellar Blade,3,1170,0.94,2026 index + official/community review,新近游戏 IP，2026 copyright 索引存在
sora_no_otoshimono,天降之物,Heaven's Lost Property|そらのおとしもの,3,959,0.92,2026 index + character-index review,R16/17 邻近作品；角色库存在角色挂靠
snowbreak:_containment_zone,尘白禁区,Snowbreak: Containment Zone|Project Snow|snow_break:_forbidden_descent,3,924,0.94,2026 index + character-index review,国产二游 IP；2026 copyright 与角色库均有数据
rosario+vampire,十字架与吸血鬼,Rosario + Vampire|Rosario to Vampire|ロザリオとバンパイア,3,907,0.92,2026 index + character-index review,R16/17 邻近作品；角色库存在角色挂靠
valkyrie_drive,女武神驱动,VALKYRIE DRIVE|ヴァルキリードライヴ,3,690,0.88,2026 index + character-index review,R16/17 向作品；中文社区常用女武神驱动
sekirei,鹡鸰女神,Sekirei|セキレイ,3,672,0.92,2026 index + character-index review,R16/17 向作品；角色库存在角色挂靠
shinmai_maou_no_testament,新妹魔王的契约者,The Testament of Sister New Devil|新妹魔王の契約者,3,638,0.94,2026 index + alias review,R16/17 向作品；底层 alias 已含中文
mato_seihei_no_slave,魔都精兵的奴隶,Chained Soldier|魔都精兵のスレイブ,3,629,0.92,2026 index + character-index review,R16/17 邻近新番；版权索引与角色库均有数据
aether_gazer,深空之眼,Aether Gazer,3,611,0.94,2026 index + character-index review,国产二游 IP；2026 copyright 与角色库均有数据
isekai_maou_to_shoukan_shoujo_no_dorei_majutsu,异世界魔王与召唤少女的奴隶魔术,How Not to Summon a Demon Lord|異世界魔王と召喚少女の奴隷魔術,3,525,0.92,2026 index + character-index review,R16/17 向作品；版权索引与角色库均有数据
prison_school,监狱学园,Prison School|監獄学園|kangoku_gakuen,3,482,0.92,2026 index + character-index review,R16/17 向作品；版权索引与角色库均有数据
seikon_no_qwaser,圣痕炼金士,The Qwaser of Stigmata|聖痕のクェイサー,3,422,0.9,2026 index + community review,R16/17 向作品；版权索引存在
monster_musume_td,魔物娘TD,Monmusu TD|モンスター娘TD,3,361,0.86,2026 index + character-index review,角色库挂靠较多的魔物娘相关游戏 IP
maken-ki!,魔具少女！,Maken-Ki!|マケン姫っ!|魔劍姬!,3,358,0.9,2026 index + alias review,R16/17 向作品；底层 alias 含繁中译名
hyakka_ryouran_samurai_girls,百花缭乱 SAMURAI GIRLS,百花缭乱|Hyakka Ryouran Samurai Girls|百花繚乱,3,331,0.9,2026 index + alias review,R16/17 向作品；底层 alias 含百花繚乱
freezing_(series),零度战姬,Freezing|フリージング,3,238,0.9,2026 index + character-index review,R16/17 向作品；版权索引与角色库均有数据
neverness_to_everness,异环,Neverness to Everness|NTE,3,71,0.92,2026 index + official/community review,用户补充：完美世界/Hotta Studio 新作；2026 copyright 索引存在，角色库已有 mint/nanally 等角色挂靠
ash_echoes,白荆回廊,Ash Echoes,3,50,0.9,2026 index + character-index review,国产二游 IP；虽然 post_count 低，但用户要求补充新 IP
